id	expanded_url	url	display	tweet
7508	https://twitter.com/winstonling/status/1051274588133281792?s=21	https://t.co/UcgkKQoE6k	twitter.com/winstonling/st…	1053216352033521664
7509	https://www1.folha.uol.com.br/poder/2018/10/basta-prender-um-empresario-e-vao-entregar-a-quadrilha-toda-diz-haddad-sobre-campanha-de-difamacao.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/zqSeyzbeue	www1.folha.uol.com.br/poder/2018/10/…	1053216359205781504
7510	https://twitter.com/i/web/status/1053216384434532352	https://t.co/im6beOuPPW	twitter.com/i/web/status/1…	1053216384434532352
7511	https://twitter.com/i/web/status/1053216391875215360	https://t.co/fwLgebfjZV	twitter.com/i/web/status/1…	1053216391875215360
7512	http://bit.ly/2CTkhmW	https://t.co/f6IP6FtvSf	bit.ly/2CTkhmW	1053216400951656448
7513	https://www1.folha.uol.com.br/poder/2018/10/modelo-emergente-faz-brasileiro-preferir-candidato-com-imagem-de-defensor-de-ricos.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/xBoI1i10lc	www1.folha.uol.com.br/poder/2018/10/…	1053216404110012417
7514	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053216414180487170
7515	https://www1.folha.uol.com.br/poder/2018/10/camara-pagou-voos-para-filho-de-bolsonaro-treinar-tiro-em-santa-catarina.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/w0S1WQNgRP	www1.folha.uol.com.br/poder/2018/10/…	1053216433570766848
7516	https://glo.bo/2EyStWC	https://t.co/qWM3QdyVyf	glo.bo/2EyStWC	1053216440197828608
7517	https://twitter.com/LuisCaval1/status/1052627820172759041?s=19	https://t.co/StgRwkPR4l	twitter.com/LuisCaval1/sta…	1053216441036607488
7518	https://twitter.com/i/web/status/1053216473211199489	https://t.co/RJv40lb70C	twitter.com/i/web/status/1…	1053216473211199489
7519	https://glo.bo/2EyStWC	https://t.co/qWM3QdyVyf	glo.bo/2EyStWC	1053216476805677057
7520	https://www1.folha.uol.com.br/poder/2018/10/camara-pagou-voos-para-filho-de-bolsonaro-treinar-tiro-em-santa-catarina.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/w0S1WQNgRP	www1.folha.uol.com.br/poder/2018/10/…	1053216541376946178
7521	https://twitter.com/i/web/status/1053216558330331136	https://t.co/F2gmedCn0V	twitter.com/i/web/status/1…	1053216558330331136
7522	https://glo.bo/2NNxgYc	https://t.co/MTtQ0I3Yff	glo.bo/2NNxgYc	1053216592329428992
7523	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053216610448785409
7524	https://twitter.com/LuisCaval1/status/1052627820172759041?s=19	https://t.co/StgRwkPR4l	twitter.com/LuisCaval1/sta…	1053216653486497792
7525	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053216659144617984
7526	https://glo.bo/2EyStWC	https://t.co/qWM3QdyVyf	glo.bo/2EyStWC	1053216662554599429
7527	https://www1.folha.uol.com.br/ilustrissima/2018/10/bolsonaro-nunca-se-aprofundou-no-tema-da-seguranca-diz-especialista.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/sf7iJK591i	www1.folha.uol.com.br/ilustrissima/2…	1053216684385992709
7528	http://bit.ly/2CSKRfP	https://t.co/PC0o4yMVDq	bit.ly/2CSKRfP	1053216685409353728
7529	https://twitter.com/i/web/status/1053216691587551233	https://t.co/ZqXaEJOR4D	twitter.com/i/web/status/1…	1053216691587551233
7530	https://painel.blogfolha.uol.com.br/?p=27144?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/eG7wGNYcv7	painel.blogfolha.uol.com.br/?p=27144?utm_s…	1053216725938946049
7531	https://twitter.com/LuisCaval1/status/1052627820172759041?s=19	https://t.co/StgRwkPR4l	twitter.com/LuisCaval1/sta…	1053216745903808512
7532	https://www1.folha.uol.com.br/poder/2018/10/modelo-emergente-faz-brasileiro-preferir-candidato-com-imagem-de-defensor-de-ricos.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/xBoI1i10lc	www1.folha.uol.com.br/poder/2018/10/…	1053216770264363008
7533	http://bit.ly/2NMgOHP	https://t.co/4HqkZYX4PI	bit.ly/2NMgOHP	1053216808751325184
7534	https://twitter.com/i/web/status/1053216826925244416	https://t.co/pVqpXoAYtL	twitter.com/i/web/status/1…	1053216826925244416
7535	https://twitter.com/i/web/status/1053216837029244931	https://t.co/714VJoj7N4	twitter.com/i/web/status/1…	1053216837029244931
